| Run on Thu Aug 21 19:27:07 2025
|
|Input file:
|--------------------------------------------------------------
|&general
|   startframe=1,
|   endframe=500,
|   interval=25,
|   verbose=1,
|   keep_files=2,
|/
|&gb
|   igb=2,
|   saltcon=0.150,
|/
|&pb
|   istrng=0.150,
|/
|&decomp
|   idecomp=3,
|   dec_verbose=2,
|   print_res="1-150; 151-221",
|/
|
|--------------------------------------------------------------
|MMPBSA.py Version=14.0
|Solvated complex topology file:  complex-solvated.prmtop
|Complex topology file:           frame.prmtop
|Receptor topology file:          frame-ntd.prmtop
|Ligand topology file:            frame-ctd.prmtop
|Initial mdcrd(s):                prod1.nc
|
|Receptor mask:                  ":1-150"
|Ligand mask:                    ":151-221"
|
|Calculations performed using 20.96 complex frames.
|Poisson Boltzmann calculations performed using internal PBSA solver in sander.
|
|Generalized Born ESURF calculated using 'LCPO' surface areas
|
|All units are reported in kcal/mole.
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------

GENERALIZED BORN:

WARNING: INCONSISTENCIES EXIST WITHIN INTERNAL POTENTIAL
TERMS. THE VALIDITY OF THESE RESULTS ARE HIGHLY QUESTIONABLE
Complex:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
ANGLE                        0.9372                0.7455              0.1667
DIHED                        6.2162                0.5601              0.1252
VDWAALS                    -51.8803                5.2573              1.1756
EEL                       -194.2680               15.4784              3.4611
1-4 VDW                      1.8835                0.6146              0.1374
1-4 EEL                     28.2734                0.9387              0.2099
EGB                        157.8963               11.3739              2.5433
ESURF                       -7.9230                0.3573              0.0799

DELTA G gas               -208.5760               13.9178              3.1121
DELTA G solv               149.9733               11.2571              2.5172

DELTA TOTAL                -58.6028                4.7606              1.0645


-------------------------------------------------------------------------------
-------------------------------------------------------------------------------

POISSON BOLTZMANN:

WARNING: INCONSISTENCIES EXIST WITHIN INTERNAL POTENTIAL
TERMS. THE VALIDITY OF THESE RESULTS ARE HIGHLY QUESTIONABLE
Complex:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
BOND                       665.9229               17.7077              3.9596
ANGLE                     1817.2429               34.3333              7.6772
DIHED                     2914.6877               15.9166              3.5591
VDWAALS                  -1625.9894               15.3682              3.4364
EEL                     -15275.3087              111.0981             24.8423
1-4 VDW                    788.6967               14.9517              3.3433
1-4 EEL                   8643.7415               36.4375              8.1477
EPB                       -102.9293               16.9035              3.7797
ENPOLAR                   1808.8800                7.9767              1.7836
EDISPER                  -1154.3580               10.1444              2.2684

G gas                    -2071.0063              102.9167             23.0129
G solv                     551.5927               18.6058              4.1604

TOTAL                    -1519.4136               90.7064             20.2826


Receptor:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
BOND                       450.9190               14.0774              3.1478
ANGLE                     1259.0007               30.0524              6.7199
DIHED                     1981.7519               11.6557              2.6063
VDWAALS                  -1067.8611               11.4734              2.5655
EEL                     -10197.1410               65.1010             14.5570
1-4 VDW                    527.3989               10.2682              2.2960
1-4 EEL                   5987.2315               29.0252              6.4902
EPB                         -7.4448                0.5397              0.1207
ENPOLAR                   1238.4964                5.4165              1.2112
EDISPER                   -804.9673                8.0757              1.8058

G gas                    -1058.7001               57.0714             12.7616
G solv                     426.0843                4.9684              1.1110

TOTAL                     -632.6158               57.0602             12.7591


Ligand:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
BOND                       214.7420               14.8863              3.3287
ANGLE                      557.3051               20.8561              4.6636
DIHED                      926.7195               10.4370              2.3338
VDWAALS                   -506.2480                9.5850              2.1433
EEL                      -4883.8997               72.4923             16.2098
1-4 VDW                    259.4144                6.9700              1.5585
1-4 EEL                   2628.2366               20.0106              4.4745
EPB                        -94.7084               16.8805              3.7746
ENPOLAR                    612.2586                5.7005              1.2747
EDISPER                   -417.5821                6.2437              1.3961

G gas                     -803.7301               72.9661             16.3157
G solv                      99.9681               17.6133              3.9385

TOTAL                     -703.7620               58.7225             13.1308


Differences (Complex - Receptor - Ligand):
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
BOND                         0.2619                0.3939              0.0881
ANGLE                        0.9372                0.7455              0.1667
DIHED                        6.2162                0.5601              0.1252
VDWAALS                    -51.8803                5.2573              1.1756
EEL                       -194.2680               15.4784              3.4611
1-4 VDW                      1.8835                0.6146              0.1374
1-4 EEL                     28.2734                0.9387              0.2099
EPB                         -0.7761                0.7534              0.1685
ENPOLAR                    -41.8750                1.6980              0.3797
EDISPER                     68.1914                2.3124              0.5171

DELTA G gas               -208.5760               13.9178              3.1121
DELTA G solv                25.5403                2.0138              0.4503

DELTA TOTAL               -183.0358               14.4251              3.2255


-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
